ID_EVENTO,ID_PROD,FECHA_PREP,PROF_PREP
3605,3045,2/21/2016,20
3606,3047,2/27/2016,15
3606,3047,2/27/2016,15
3607,3001,3/16/2016,15
3607,3001,3/16/2016,15
3609,3010,1/25/2016,15
3610,2955,2/25/2016,15
3610,2955,2/25/2016,15
3611,2966,2/15/2016,18
3611,2966,2/15/2016,18
3611,2966,2/15/2016,18
3612,2962,2/22/2016,20
3612,2962,2/22/2016,20
3612,2962,2/22/2016,20
3613,3004,2/10/2016,20
3613,3004,2/10/2016,10
3614,2984,1/8/2016,8
3615,3013,1/21/2016,20
3615,3013,1/21/2016,20
3616,2963,3/16/2016,20
3616,2963,3/16/2016,20
3619,2965,2/26/2016,15
3620,2981,2/10/2016,12
3620,2981,2/10/2016,12
3621,3008,3/1/2016,NULL
3622,3011,2/28/2016,12
3622,3011,2/28/2016,12
3622,3011,2/28/2016,NULL
3624,3014,1/20/2016,25
3624,3014,1/20/2016,25
3625,3014,2/2/2016,20
3625,3014,2/2/2016,20
3626,3001,3/15/2016,10
3626,3001,3/15/2016,10
3640,2998,2/19/2016,10
3641,2968,2/25/2016,18
3641,2968,2/25/2016,18
3642,2961,2/13/2016,13
3642,2961,2/13/2016,13
3644,3147,4/4/2016,30
3645,2950,3/3/2016,40
3646,2948,3/10/2016,40
3648,3032,3/5/2016,40
3649,3155,4/1/2016,30
3651,2947,4/1/2016,40
3652,3041,2/23/2016,20
3652,3041,2/23/2016,30
3654,3040,2/10/2016,18
3654,3040,2/10/2016,18
3654,3040,2/10/2016,18
3655,3040,2/26/2016,15
3655,3040,2/26/2016,15
3655,3040,2/26/2016,15
3656,2996,2/2/2016,15
3656,2996,2/2/2016,15
3656,2996,2/2/2016,15
3658,3607,2/20/2016,25
3659,3033,2/2/2016,20
3659,3033,2/2/2016,20
3659,3033,2/2/2016,20
3660,2957,2/20/2016,15
3660,2957,2/20/2016,15
3661,2959,2/20/2016,15
3661,2959,2/20/2016,15
3662,3033,2/2/2016,20
3662,3033,2/2/2016,20
3662,3033,2/2/2016,20
3669,3613,3/19/2016,20
3670,3614,3/28/2016,NULL
3678,3624,8/26/2015,20
3678,3624,8/30/2015,15
3679,3623,8/26/2015,20
3679,3623,9/2/2015,15
3690,3668,4/20/2016,20
3690,3668,4/20/2016,20
3698,3688,4/25/2016,20
3698,3688,4/25/2016,20
3699,3688,4/25/2016,20
3700,3093,3/10/2016,25
3700,3093,3/10/2016,10
3701,3688,4/25/2016,20
3702,3071,3/11/2016,25
3702,3071,3/11/2016,10
3704,3382,2/21/2016,25
3704,3382,2/21/2016,10
3713,1901,4/23/2016,13
3732,3793,5/13/2016,NULL
3739,3795,4/25/2016,20
3744,2444,4/20/2016,20
3751,2444,4/21/2016,20
3773,3818,3/22/2016,20
3773,3818,4/6/2016,15
3775,3808,5/4/2016,12
3789,3831,3/11/2016,20
3815,2452,4/24/2016,20
3816,3806,5/4/2016,NULL
3817,3807,4/20/2016,13
3818,3810,5/14/2016,12
3819,3807,5/16/2016,NULL
3820,3808,4/30/2016,12
3821,3809,4/25/2016,12
3828,2292,4/30/2016,12
3849,2124,5/20/2016,20
3851,2018,4/28/2016,20
3853,3883,5/19/2016,20
3856,2072,4/15/2016,20
3857,1841,4/26/2016,20
3857,1841,4/26/2016,20
3865,4404,4/20/2016,20
3866,4404,4/20/2016,20
3873,4405,5/9/2016,20
3876,4405,5/9/2016,20
3881,4406,6/16/2016,20
3882,4406,5/19/2016,20
3883,4407,5/8/2016,20
3885,4409,4/8/2016,20
3888,4409,4/8/2016,20
3890,4409,4/8/2016,20
3913,1901,4/22/2016,12
3914,1901,4/25/2016,12
3915,2095,4/29/2016,NULL
3921,2083,5/5/2016,NULL
3924,1826,5/10/2016,NULL
3926,1826,5/12/2016,NULL
3927,1866,5/1/2016,NULL
3929,1856,5/10/2016,NULL
3932,2081,5/7/2016,12
3935,1856,5/7/2016,NULL
3943,1866,5/4/2016,NULL
3944,4421,5/10/2016,NULL
3957,1825,5/15/2016,NULL
3958,1825,5/16/2016,NULL
3960,1825,5/12/2016,NULL
3961,2296,9/8/2016,NULL
3963,2005,5/3/2016,12
3974,3384,3/21/2016,20
3974,3384,3/23/2016,10
3977,4509,2/20/2016,20
3977,4509,2/21/2016,10
3981,2375,5/7/2016,NULL
3982,4512,2/8/2016,40
3982,4512,2/11/2016,25
3982,4512,2/22/2016,10
3982,4512,3/18/2016,10
3983,2375,5/4/2016,NULL
3984,2375,5/4/2016,NULL
4141,4423,4/8/2016,20
4141,4423,4/8/2016,20
4144,4534,3/10/2016,NULL
4145,3385,1/20/2016,25
4145,3385,1/25/2016,10
4146,3385,3/11/2016,25
4146,3385,3/14/2016,10
4147,4437,3/16/2016,20
4147,4437,3/16/2016,20
4149,4439,3/14/2016,20
4149,4439,3/14/2016,20
4150,4442,3/25/2016,25
4150,4442,3/25/2016,20
4151,4438,3/16/2016,20
4151,4438,3/16/2016,20
4152,4436,3/28/2016,20
4153,1935,5/7/2016,NULL
4154,4435,3/15/2016,20
4154,4435,3/15/2016,20
4155,2333,5/2/2016,122
4156,2231,5/6/2016,NULL
4157,2085,5/5/2016,NULL
4158,2236,5/4/2016,NULL
4159,2233,5/4/2016,NULL
4160,4443,3/20/2016,20
4160,4443,3/20/2016,20
4161,2287,5/6/2016,NULL
4163,1991,5/7/2016,NULL
4164,2287,5/5/2016,NULL
4165,2082,5/6/2016,NULL
4166,2233,5/3/2016,NULL
4167,2291,5/10/2016,NULL
4168,3094,2/15/2016,25
4168,3094,2/22/2016,10
4169,3094,2/18/2016,25
4169,3094,2/22/2016,10
4230,2336,5/5/2016,NULL
4236,2337,5/12/2016,NULL
4237,2338,5/15/2016,NULL
4238,2078,5/12/2016,NULL
4243,2086,5/6/2016,NULL
4249,1923,5/10/2016,NULL
4250,1923,5/10/2016,NULL
4251,1923,5/9/2016,NULL
4252,4622,5/15/2016,NULL
4275,2033,4/27/2016,12
4276,1935,5/6/2016,NULL
4277,2002,5/17/2016,NULL
4287,4509,2/20/2016,20
4287,4509,2/22/2016,10
4291,1953,5/16/2016,NULL
4299,1949,5/10/2016,NULL
4300,1991,5/5/2016,NULL
4301,2007,5/12/2016,NULL
4302,2002,5/16/2016,NULL
4303,2082,5/16/2016,NULL
4305,4630,2/8/2016,40
4305,4630,2/12/2016,25
4305,4630,2/14/2016,10
4306,4659,3/25/2016,15
4306,4659,3/27/2016,12
4307,4660,3/28/2016,15
4307,4660,3/28/2016,12
4308,4664,4/5/2016,15
4308,4664,4/5/2016,12
4309,4669,4/23/2016,15
4309,4669,4/23/2016,12
4310,4672,4/8/2016,15
4310,4672,4/8/2016,12
4311,4670,3/20/2016,20
4311,4670,3/20/2016,20
4312,4674,4/22/2016,15
4312,4674,4/22/2016,12
4313,4675,3/15/2016,15
4314,4670,3/20/2016,20
4314,4670,3/20/2016,20
4315,4676,4/25/2016,NULL
4316,2080,5/15/2016,NULL
4318,4677,2/25/2016,15
4318,4677,2/25/2016,12
4320,4678,3/26/2016,15
4320,4678,3/26/2016,12
4322,4679,3/31/2016,15
4322,4679,3/31/2016,12
4323,2286,5/22/2016,NULL
4324,4661,5/25/2016,NULL
4325,4661,5/24/2016,NULL
4326,2035,5/18/2016,NULL
4327,2225,5/17/2016,NULL
4328,2032,5/12/2016,NULL
4330,1951,5/16/2016,NULL
4331,2033,5/16/2016,12
4332,1952,5/22/2016,NULL
4333,2077,5/9/2016,NULL
4335,2286,5/10/2016,NULL
4336,2088,5/10/2016,NULL
4337,2444,4/30/2016,20
4338,4441,4/1/2016,30
4339,4602,2/25/2016,18
4339,4602,2/29/2016,10
4340,4432,3/26/2016,30
4340,4432,3/26/2016,30
4341,4705,4/29/2016,NULL
4342,4704,2/24/2016,40
4342,4704,2/26/2016,20
4342,4704,2/27/2016,10
4343,4622,5/15/2016,NULL
4348,4440,4/12/2016,30
4349,4433,4/20/2016,25
4349,4433,4/20/2016,25
4352,4622,5/11/2016,NULL
4353,4434,4/22/2016,30
4353,4434,4/22/2016,30
4354,3795,4/25/2016,20
4355,1972,6/17/2016,20
4356,4707,4/23/2016,30
4356,4707,4/23/2016,30
4357,4514,4/3/2016,30
4357,4514,4/3/2016,30
4358,4708,4/20/2016,30
4358,4708,4/20/2016,30
4359,1921,4/20/2016,20
4360,1921,5/20/2016,NULL
4361,1843,6/4/2016,20
4362,1842,4/26/2016,20
4362,1842,4/26/2016,20
4363,4428,3/30/2016,30
4363,4428,3/30/2016,30
4364,1843,5/28/2016,20
4365,1844,5/28/2016,20
4366,1844,4/12/2016,20
4367,3819,3/30/2016,20
4367,3819,3/30/2016,20
4368,3819,3/22/2016,20
4368,3819,3/30/2016,20
4369,1843,4/12/2016,20
4370,1922,4/25/2016,20
4371,1844,5/30/2016,NULL
4372,3425,1/10/2016,NULL
4373,3452,2/2/2016,30
4373,3452,2/2/2016,30
4374,1843,5/30/2016,NULL
4375,1841,4/27/2016,20
4375,1841,4/27/2016,20
4376,2848,5/10/2016,NULL
4377,2848,4/15/2016,20
4378,2843,4/15/2016,20
4379,2843,4/15/2016,20
4380,2843,5/6/2016,NULL
4381,2843,4/15/2016,20
4383,2847,5/7/2016,NULL
4384,2870,5/10/2016,NULL
4385,2869,5/11/2016,NULL
4386,2869,5/9/2016,NULL
4387,2869,5/9/2016,NULL
4388,2848,4/15/2016,20
4389,2848,5/4/2016,NULL
4390,2696,5/12/2016,NULL
4391,2696,5/6/2016,NULL
4392,2696,5/12/2016,NULL
4393,4726,3/30/2016,30
4393,4726,3/30/2016,30
4395,4424,4/20/2016,30
4395,4424,4/20/2016,30
4398,3419,3/16/2016,30
4398,3419,3/17/2016,30
4414,2879,5/12/2016,NULL
4415,4520,4/10/2016,30
4415,4520,4/20/2016,30
4415,4520,4/20/2016,20
4416,4519,4/23/2016,30
4416,4519,4/23/2016,30
4417,2879,5/12/2016,NULL
4418,4521,4/23/2016,30
4419,2904,5/8/2016,NULL
4420,4515,4/15/2016,30
4420,4515,4/15/2016,30
4421,2904,5/8/2016,NULL
4422,4516,4/20/2016,30
4422,4516,4/20/2016,3
4423,4429,3/26/2016,30
4423,4429,3/26/2016,30
4424,4426,4/20/2016,30
4424,4426,4/20/2016,30
4425,4422,4/10/2016,30
4425,4422,4/10/2016,30
4426,4422,3/30/2016,30
4426,4422,3/30/2016,30
4427,4431,3/25/2016,30
4427,4431,3/25/2016,30
4428,4431,3/28/2016,30
4428,4431,3/28/2016,30
4429,2934,5/6/2016,NULL
4430,2928,5/14/2016,NULL
4431,2928,5/12/2016,NULL
4432,2905,4/29/2016,20
4433,2905,4/29/2016,20
4435,2865,5/4/2016,NULL
4436,2919,5/16/2016,NULL
4437,2920,5/6/2016,NULL
4438,2919,5/17/2016,NULL
4439,2920,5/5/2016,NULL
4440,2927,5/6/2016,NULL
4441,2925,5/4/2016,NULL
4442,4518,3/30/2016,30
4442,4518,3/30/2016,30
4443,2927,5/5/2016,NULL
4444,2925,5/2/2016,NULL
4445,2923,10/8/2016,NULL
4446,2923,5/7/2016,NULL
4447,4510,3/20/2016,30
4447,4510,4/2/2016,1
4448,4427,4/20/2016,1
4449,4431,3/26/2016,30
4450,4759,4/21/2016,18
4451,3422,2/19/2016,30
4451,3422,2/19/2016,30
4466,4644,4/6/2016,20
4466,4644,4/8/2016,10
4484,3429,2/5/2016,30
4484,3429,2/5/2016,30
4486,3449,3/27/2016,30
4486,3449,3/28/2016,30
4486,3449,3/30/2016,20
4487,3426,2/24/2016,30
4487,3426,2/24/2016,3
4492,3430,2/17/2016,30
4492,3430,2/17/2016,30
4492,3430,2/17/2016,30
4493,3427,2/1/2016,30
4493,3427,2/1/2016,30
4497,4837,4/20/2016,18
4497,4837,4/23/2016,15
4498,4836,4/17/2016,20
4499,4523,3/8/2016,20
4499,4523,3/10/2016,10
4500,4790,5/7/2016,NULL
4501,4790,5/16/2016,25
4502,4834,5/13/2016,25
4503,4790,5/2/2016,25
4504,4835,5/5/2016,20
4505,4791,5/17/2016,25
4506,4835,5/13/2016,25
4507,4835,4/20/2016,25
4508,4791,5/1/2016,20
4509,4826,5/18/2016,20
4510,4835,5/13/2016,25
4511,4826,5/20/2016,20
4512,4828,5/18/2016,25
4513,4826,5/17/2016,25
4514,4831,5/11/2016,25
4515,4767,4/28/2016,25
4516,4838,4/24/2016,20
4517,4758,5/15/2016,25
4518,4602,2/25/2016,18
4518,4602,11/27/2016,10
4519,4802,4/10/2016,18
4519,4802,4/14/2016,15
4520,4803,4/10/2016,20
4520,4803,4/11/2016,18
4521,4796,3/20/2016,18
4522,4797,3/21/2016,18
4523,4800,3/22/2016,20
4523,4800,3/25/2016,15
4524,4685,3/16/2016,30
4524,4685,3/16/2016,30
4525,4799,3/30/2016,18
4525,4799,4/2/2016,15
4526,4733,4/27/2016,20
4527,4798,4/2/2016,20
4527,4798,4/4/2016,15
4528,4801,3/28/2016,18
4529,4806,4/4/2016,18
4529,4806,4/7/2016,15
4530,4731,5/8/2016,20
4531,4686,3/12/2016,30
4535,4687,3/14/2016,30
4535,4687,3/14/2016,30
4537,4829,5/24/2016,20
4538,4833,5/18/2016,20
4539,4688,8/15/2016,30
4539,4688,8/15/2016,30
4539,4688,8/15/2016,10
4541,4834,5/13/2016,25
4543,4788,5/13/2016,20
4544,4824,5/15/2016,30
4546,4825,5/17/2016,30
4547,4789,5/1/2016,25
4548,4789,5/11/2016,25
4551,4767,4/24/2016,25
4552,4684,2/2/2016,1
4553,4795,3/21/2016,20
4553,4795,4/26/2016,15
4554,4758,5/15/2016,25
4556,4733,5/2/2016,20
4557,4723,4/29/2016,30
4558,4749,4/30/2016,30
4559,4721,4/24/2016,20
4560,4723,4/30/2016,30
4561,4722,5/4/2016,20
4562,4750,5/12/2016,20
4563,4732,5/10/2016,20
4564,4733,5/10/2016,20
4565,4730,5/16/2016,20
4566,4733,5/10/2016,20
4567,4733,5/5/2016,20
4568,4733,5/2/2016,20
4569,4730,5/16/2016,20
4570,4725,5/8/2016,30
4571,4733,5/2/2016,20
4574,4733,5/10/2016,20
4575,4725,5/8/2016,30
4576,4733,5/3/2016,20
4577,4725,5/10/2016,30
4589,4683,3/21/2016,30
4589,4683,3/21/2016,30
4589,4683,3/21/2016,30
4592,4699,2/6/2016,30
4592,4699,2/6/2016,30
4596,4717,5/6/2016,20
4597,4733,5/2/2016,20
4598,4717,5/6/2016,20
4599,4733,5/2/2016,20
4600,4748,5/3/2016,20
4601,4719,5/10/2016,20
4602,4748,5/3/2016,20
4603,4711,5/10/2016,30
4604,4711,5/8/2016,35
4605,4710,5/3/2016,30
4606,4709,5/4/2016,35
4607,4709,5/5/2016,35
4608,4724,6/7/2016,30
4609,4724,5/14/2016,30
4610,4724,5/2/2016,30
4611,4724,5/2/2016,30
4612,4724,5/2/2016,30
4613,4733,4/28/2016,20
4614,4714,5/20/2016,20
4615,4720,5/5/2016,20
4616,4757,5/9/2016,20
4618,4757,5/9/2016,20
4620,4757,5/9/2016,20
4621,4757,5/7/2016,20
4623,4757,5/7/2016,20
4625,4757,5/7/2016,20
4627,4757,5/8/2016,20
4628,4757,5/13/2016,20
4629,4720,5/14/2016,20
4630,4720,5/14/2016,20
4631,4746,4/29/2016,NULL
4632,4755,5/12/2016,30
4633,4755,5/17/2016,30
4634,4767,5/10/2016,30
4635,4767,5/5/2016,30
4636,4748,5/3/2016,30
4637,4748,5/14/2016,30
4638,4748,5/14/2016,30
4639,4715,4/30/2016,20
4640,4781,5/14/2016,20
4641,4715,4/29/2016,20
4642,4781,5/14/2016,20
4643,4781,5/14/2016,20
4644,4751,5/12/2016,20
4645,4751,5/12/2016,20
4646,4852,4/5/2016,30
4647,4783,5/14/2016,20
4649,4849,2/20/2016,30
4649,4849,2/20/2016,30
4649,4849,2/27/2016,10
4650,4712,5/10/2016,30
4651,4783,5/14/2016,20
4652,4713,5/13/2016,20
4653,4784,5/7/2016,20
4654,4784,5/7/2016,20
4655,4784,5/7/2016,20
4656,4754,5/5/2016,30
4657,4754,5/17/2016,30
4658,4754,5/1/2016,30
4659,4754,5/1/2016,30
4660,4782,5/16/2016,30
4661,4747,5/14/2016,30
4662,4712,5/1/2016,30
4663,4749,5/9/2016,30
4664,4718,5/12/2016,20
4665,4753,5/4/2016,20
4666,4718,5/12/2016,20
4667,4716,5/2/2016,20
4668,4716,5/2/2016,20
4669,4752,5/15/2016,20
4670,4756,5/6/2016,20
4671,4787,5/13/2016,20
4672,4786,5/9/2016,30
4673,4785,5/5/2016,30
4674,4784,5/5/2016,20
4675,4784,5/5/2016,20
4676,4634,3/10/2016,25
4676,4634,3/13/2016,10
4677,4673,3/22/2016,25
4677,4673,3/28/2016,10
4678,4848,2/22/2016,30
4678,4848,2/8/2016,30
4678,4848,2/8/2016,10
4680,4673,3/4/2016,25
4680,4673,3/7/2016,10
4681,4666,2/17/2016,25
4681,4666,2/20/2016,10
4683,4658,3/14/2016,25
4683,4658,3/21/2016,10
4685,4699,2/6/2016,30
4685,4699,2/6/2016,30
4686,4627,3/5/2016,25
4686,4627,3/10/2016,10
4687,4662,2/18/2016,25
4687,4662,2/23/2016,10
4688,4665,3/18/2016,20
4688,4665,12/26/2016,10
4689,4633,3/25/2016,20
4689,4633,3/28/2016,10
4690,4633,3/22/2016,25
4690,4633,3/24/2016,10
4691,4851,5/20/2016,NULL
4692,4633,3/16/2016,25
4692,4633,3/19/2016,10
4693,4698,5/16/2016,30
4694,4692,5/15/2016,30
4694,4692,5/15/2016,10
4695,4693,9/5/2016,30
4695,4693,9/5/2016,30
4695,4693,9/5/2016,10
4697,4850,5/12/2016,NULL
4698,4689,9/5/2016,10
4698,4689,9/5/2016,30
4698,4689,9/5/2016,30
4699,4697,5/18/2016,30
4699,4697,5/18/2016,30
4700,4690,9/20/2016,30
4700,4690,9/20/2016,30
4700,4690,9/20/2016,10
4701,4694,9/9/2016,30
4701,4694,9/9/2016,30
4702,4696,8/15/2016,30
4703,4695,9/29/2016,30
4703,4695,9/29/2016,30
4704,4691,3/28/2016,30
4704,4691,3/28/2016,30
4707,4663,3/18/2016,20
4707,4663,3/22/2016,10
4708,4645,3/19/2016,25
4708,4645,3/22/2016,10
4709,4636,3/21/2016,25
4709,4636,3/23/2016,10
4710,4663,4/5/2016,25
4710,4663,4/10/2016,10
4711,4624,2/4/2016,25
4711,4624,2/12/2016,10
4712,4673,3/2/2016,25
4712,4673,3/7/2016,10
4713,4647,2/15/2016,26
4713,4647,2/19/2016,10
4714,4667,3/14/2016,25
4714,4667,3/18/2016,10
4715,4643,3/18/2016,25
4715,4643,3/23/2016,10
4716,4646,2/17/2016,25
4716,4646,2/22/2016,10
4717,4667,4/6/2016,25
4717,4667,4/11/2016,10
4719,4642,3/8/2016,25
4719,4642,3/12/2016,10
4720,4663,2/25/2016,10
4720,4663,2/20/2016,25
4721,4662,2/25/2016,25
4721,4662,3/4/2016,10
4733,4856,4/8/2016,NULL
4734,4853,4/16/2016,NULL
4735,4854,5/7/2016,NULL
4736,4701,5/7/2016,30
4736,4701,5/7/2016,30
4736,4701,5/7/2016,10
4737,4700,5/20/2016,NULL
4739,4870,3/22/2016,18
4739,4870,3/28/2016,15
4740,4873,3/17/2016,18
4741,4872,3/25/2016,18
4742,4871,3/28/2016,18
4742,4871,3/28/2016,15
4743,4651,3/21/2016,25
4743,4651,3/28/2016,10
4744,4651,3/25/2016,20
4744,4651,4/8/2016,10
