DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,NO_CAPAS_RASTA,PH_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,PROFUND_MOTEADOS_RASTA,PROFUND_RAICES_VIVAS_RASTA,prof_efectiva,Porc_A,Porc_Ar,Porc_ArA,Porc_ArL,Porc_FrL,Porc_L,Porc_F,porc.x,porc.y,Porc_AF,Porc_BLANDO,Porc_DURO,Porc_EXT_DURO,Porc_FRIABLE,Porc_FIRME,Porc_EXT_FIRME,Porc_PLASTICO,Porc_MUY_PLASTICO,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Temp_Max_34_Freq_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Temp_Max_34_Freq_For,Rain_Accu_For,Rain_10_Freq_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Temp_Max_34_Freq_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Rhum_Avg_Mad,TIPO_SIEMBRA_Manual,TIPO_SIEMBRA_Mecanizado,MATERIAL_GENETICO_ADV 9293 (Syngenta),MATERIAL_GENETICO_ADV 9339 (Syngenta),MATERIAL_GENETICO_CORPOICA V 114,MATERIAL_GENETICO_Cerato (Syngenta),MATERIAL_GENETICO_DK 1040,MATERIAL_GENETICO_DK 1596,MATERIAL_GENETICO_DK 234,MATERIAL_GENETICO_DK 234 YGRR,MATERIAL_GENETICO_DK7088,MATERIAL_GENETICO_FNC 114,MATERIAL_GENETICO_FNC 3056,MATERIAL_GENETICO_ICA V 109,MATERIAL_GENETICO_ICA V 156,MATERIAL_GENETICO_ICA V 305,MATERIAL_GENETICO_Impacto (Syngenta),MATERIAL_GENETICO_NK254 (Syngenta),MATERIAL_GENETICO_Otro,MATERIAL_GENETICO_P3966 (Pioneer),MATERIAL_GENETICO_P4082 (Pioneer),MATERIAL_GENETICO_PAC 105,MATERIAL_GENETICO_PIONEER 30F32,MATERIAL_GENETICO_PIONEER 30F32HW,MATERIAL_GENETICO_PIONEER 30F35,MATERIAL_GENETICO_PIONEER 30F35 H,MATERIAL_GENETICO_PIONEER 30F35 HRR,MATERIAL_GENETICO_Sinko (Syngenta),MATERIAL_GENETICO_Status (Syngenta),CULT_ANT_Algodon,CULT_ANT_Frijol,CULT_ANT_Maiz,CULT_ANT_Pastos,CULT_ANT_Yuca,METODO_COSECHA_Manual,METODO_COSECHA_Mecanizada,TERRENO_CIRCUN_RASTA_ONDULADO,TERRENO_CIRCUN_RASTA_ONDULADO Y MONTANIOSO,TERRENO_CIRCUN_RASTA_PLANO O LLANO,POSICION_PERFIL_RASTA_LADERA CONCAVA,POSICION_PERFIL_RASTA_LADERA CONVEXA,POSICION_PERFIL_RASTA_LADERA PLANA,POSICION_PERFIL_RASTA_PIE DE UNA ELEVACION,POSICION_PERFIL_RASTA_PLANO,POSICION_PERFIL_RASTA_PLANO CON ONDULACIONES,PEDREG_PERFIL_ROCAS_MUY ROCOSO,PEDREG_PERFIL_ROCAS_SIN ROCAS,ESTRUCTURA_RASTA_ATERRONADA,ESTRUCTURA_RASTA_GRANULAR,ESTRUCTURA_RASTA_MASIVA,ESTRUCTURA_RASTA_SUELTA O POLVOSA,OBSERVA_COSTRAS_DURAS_RASTA_MUY MARCADAS,OBSERVA_COSTRAS_DURAS_RASTA_NO HAY,OBSERVA_COSTRAS_DURAS_RASTA_POCO MARCADAS,SITIO_EXPUESTO_SOL_RASTA_LA MANIANA,SITIO_EXPUESTO_SOL_RASTA_LA MANIANA Y LA TARDE,SITIO_EXPUESTO_SOL_RASTA_LA TARDE,OBSERVA_COSTRAS_BLANCAS_RASTA_NO HAY,OBSERVA_COSTRAS_BLANCAS_RASTA_POCO MARCADAS,OBSERVA_COSTAS_NEGRAS_RASTA_NO HAY,OBSERVA_COSTAS_NEGRAS_RASTA_POCO MARCADAS,REGION_SECA_ARIDA_RASTA_NO,REGION_SECA_ARIDA_RASTA_SI,OBSERVA_PLANTAS_PEQUENAS_RASTA_MUY AFECTADAS,OBSERVA_PLANTAS_PEQUENAS_RASTA_NO HAY CULTIVO,OBSERVA_PLANTAS_PEQUENAS_RASTA_PLANTAS NORMALES,OBSERVA_PLANTAS_PEQUENAS_RASTA_POCO AFECTADAS,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_BUENO,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_ESPACIADO,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_MUY BUENO,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_REGULAR,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_SIN COBERTURA,d.interno_BUENO,d.interno_EXCESIVO,d.interno_LENTO A MUY LENTO,drenaje_externo_LENTO,drenaje_externo_NINGUNO,SEM_TRATADAS,DRENAJE,ALMACENAMIENTO_FINCA,CAP_ENDURE_RASTA,MOTEADOS_RASTA,MOTEADOS_MAS70cm._RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_RAICES_VIVAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,Grupo
5,46,85,73000,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,3,3,5,0,0,25,40,40,0,0,0,0,0,0,0,63.38,36.62,0,0,0,0,36.62,63.38,0,0,0,33.16,24.54,28.85,8.63,15197.96,0.42,412.1,0.25,80.33,33.19,23.88,28.53,9.3,22550.01,0.26,216.1,0.14,79.04,32.75,22.83,27.79,9.92,16124.38,0.1,200,0.18,79.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
4,48,91,65000,13,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,61,0,0,15,0,0,15,0,0,0,2,1,2,6,0,0,20,19,20,0,68.33,0,0,0,0,0,31.67,0,0,100,0,0,0,0,0,0,0,33.3,24.29,28.8,9.01,15429.55,0.4,395.4,0.25,79.88,33.26,23.69,28.48,9.57,23213.61,0.26,245.1,0.16,78.74,32.23,22.63,27.43,9.6,18113.03,0.04,283.3,0.17,79.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
4,45,81,60000,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6,13,4,24,0,13,0,38.33,0,0,0,0,61.67,0,0,0,61.67,38.33,0,0,0,0,0,0,32.87,25.18,29.02,7.69,14206.91,0.1,76.7,0.08,86.35,32.82,24.95,28.88,7.86,22489.54,0.14,127.5,0.05,82.46,33,24.48,28.74,8.53,13451.03,0.27,24.5,0.03,82.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
5,49,80,63000,9,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6.5,15,8,0,40,40,0,0,0,0,50,50,0,0,0,0,0,0,0,0,100,0,0,0,33.31,24.53,28.92,8.78,16263.26,0.45,264.9,0.2,80.2,33.13,23.9,28.52,9.23,23910.96,0.24,295.6,0.17,79.1,32.87,22.94,27.9,9.93,14926.18,0.14,56.4,0.03,79.03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
5,47,80,72000,17,1,0,0,0,0,0,2,3,0,0,1,3,0,0,11.25,28,0,11.25,0,0,11.25,30,0,0,1,3,4,2,5.5,0,0,0,23,60,0,0,0,0,0,0,0,100,0,0,0,0,0,51.67,48.33,0,0,0,34.22,24.82,29.52,9.4,15785.73,0.5,98.2,0.05,78.29,33.78,24.32,29.05,9.46,22356.15,0.43,306.6,0.19,80.77,33.39,24.58,28.99,8.81,13266.3,0.4,85.7,0.09,82.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
4,49,74,55000,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,17,32,32,0,0,0,0,0,0,20,0,80,0,0,100,0,0,0,0,0,0,34.31,23.87,29.09,10.45,15670.01,0.5,160.3,0.15,80.43,32.96,23.76,28.36,9.19,22911.46,0.24,389.2,0.21,86.41,32.51,24.21,28.36,8.3,11692.15,0.03,170.7,0.2,86.14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
5,52,81,59000,15,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,115,0,0,0,0,0,0,0,0,0,3,3,2,6,0,0,0,20,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,32.76,23.57,28.17,9.19,16473.01,0.2,348.3,0.25,83.81,32.31,23.03,27.67,9.29,23730.64,0.1,143.1,0.09,83.17,31.74,23.74,27.74,8,15705.6,0,157.1,0.1,83.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
4,46,91,60000,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,2,2,5.5,0,0,25,40,40,0,0,0,0,38.33,0,0,0,61.67,0,100,0,0,0,0,0,0,0,33.49,23.8,28.65,9.7,14490.63,0.32,227.5,0.2,81.1,33.52,23.81,28.67,9.71,23999.98,0.36,351.2,0.17,85.65,32.45,24.31,28.38,8.13,17024.9,0.02,254.7,0.23,86,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
5,52,82,61000,16,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,2,3,6,0,0,0,24,60,0,0,0,0,28.33,0,0,71.67,0,0,0,0,0,28.33,71.67,0,0,0,33.27,24.47,28.87,8.8,15353.37,0.42,414.8,0.25,80.03,33.24,23.83,28.54,9.41,22807.7,0.28,238.7,0.16,78.96,32.29,22.42,27.35,9.87,16928.55,0.05,176,0.14,79.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,49,77,65000,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,18,18,18,0,28.33,0,0,0,0,0,71.67,0,0,100,0,0,0,0,0,0,0,32.84,23.88,28.36,8.96,16278.39,0.25,266.6,0.2,84.38,32.65,23.32,27.99,9.33,23852.62,0.21,293.9,0.17,83.33,31.8,23.12,27.46,8.68,13330.5,0,40.8,0,82.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1
4,46,85,65000,14,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,80.5,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,22,19,22,0,31.67,0,0,0,0,0,68.33,0,0,100,0,0,0,0,0,0,0,32.91,23.83,28.37,9.08,16491.43,0.3,337.9,0.22,83.93,32.56,23.24,27.9,9.31,23779.62,0.16,190.2,0.14,83.34,31.85,23.29,27.57,8.55,15403.89,0,93.3,0.05,82.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3,49,81,55000,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,1,2,2,6,15,12,24,27,27,0,33.33,0,0,0,0,0,0,66.67,0,0,100,0,0,0,0,0,0,34.83,25.02,29.92,9.81,15882,0.6,62,0.05,77.14,33.5,24.29,28.9,9.2,21864.16,0.36,320.7,0.21,81.9,33.4,24.53,28.96,8.87,13522.13,0.44,153.1,0.08,81.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
4,46,85,65000,4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,80.5,0,0,0,0,0,0,0,0,0,2,3,2,5.5,0,0,0,40,72,0,0,0,0,0,0,0,100,0,0,0,0,0,51.39,48.61,0,0,0,33.31,24.53,28.92,8.78,15221.06,0.45,380.8,0.22,80.2,33.13,23.9,28.52,9.23,22515.62,0.24,243.1,0.16,79.1,32.86,22.93,27.89,9.93,15800.24,0.13,193.9,0.18,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
5,79,59,68000,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69,0,0,0,0,0,0,0,0,0,1,3,2,5,8,11,0,26,26,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,32.27,23.66,27.97,8.61,13642.27,0.05,271.2,0.2,82.1,32.35,23.83,28.09,8.53,20510.62,0,229.1,0.14,81.83,32.8,23.43,28.11,9.37,19295.36,0.07,12.6,0,78.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4,47,83,55000,12,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,32,21,32,0,51.67,0,0,0,0,0,0,48.33,0,48.33,51.67,0,0,0,0,0,0,31.89,24.77,28.33,7.12,14057.88,0.02,161,0.15,89.03,33.23,25.23,29.23,8.01,21941.39,0.19,163.8,0.07,84.16,32.58,24.9,28.74,7.68,14188.86,0.14,15.1,0.03,82.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
6,48,84,60000,16,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,3,2,6,0,0,0,20,60,0,68.33,0,31.67,0,0,0,0,0,0,0,0,0,31.67,68.33,0,0,0,33.13,24.19,28.66,8.94,15355.27,0.38,426.4,0.28,79.97,33.36,23.72,28.54,9.63,23476.86,0.26,214.1,0.14,78.52,32.1,22.5,27.3,9.6,16061.72,0.05,271.6,0.17,79.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
5,46,86,60500,15,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,3,2,6,0,0,0,29,60,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33.08,24.47,28.77,8.61,15128.73,0.4,411.7,0.25,80.58,33.27,23.88,28.58,9.39,22776.3,0.29,239.9,0.16,78.76,32.52,22.61,27.56,9.9,16329.01,0.05,176.7,0.15,79.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
3,47,79,60000,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,69,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,18,23,23,0,25,0,0,0,0,0,75,0,0,100,0,0,0,0,0,0,0,34,24.77,29.39,9.23,15588.59,0.48,104.6,0.05,78.77,33.86,24.31,29.08,9.55,22479.53,0.45,306.6,0.19,80.52,33.44,24.67,29.05,8.77,11949.2,0.41,64.5,0.06,82.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0,48,85,55000,9,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,1,2,6,0,0,22,24,24,0,31.67,0,0,0,0,0,68.33,0,0,100,0,0,0,0,0,0,0,34.37,24.89,29.63,9.48,15771.34,0.52,98.2,0.05,77.97,33.68,24.32,29,9.36,22303.83,0.41,317.6,0.21,81.01,33.44,24.54,28.99,8.9,13684.54,0.44,74.7,0.06,82.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,47,80,62000,9,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,36,16,36,0,40,0,0,0,0,0,60,0,0,100,0,0,0,0,0,0,0,31.96,24.83,28.39,7.13,14508.87,0.02,161,0.15,88.83,33.23,25.19,29.21,8.04,21912.39,0.19,63.8,0.05,84.49,32.3,24.94,28.62,7.36,12648.79,0.03,115.1,0.06,82.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5,48,88,71000,8,1,0,0,0,0,2,0,2,0,1,0,5,0,0,0,115,0,0,0,0,0,0,0,0,0,3,3,2,6,0,0,0,28,61,0,0,0,0,0,0,0,100,0,0,0,0,0,50.82,49.18,0,0,0,33.29,24.61,28.95,8.69,15050.74,0.42,362.8,0.2,80.35,33.15,23.9,28.53,9.25,22467.56,0.26,246.7,0.16,79.06,32.7,22.83,27.77,9.87,18165.22,0.11,218.7,0.18,79.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
12,41,86,63000,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,60,0,0,0,4,2,2,5,0,0,36,33,33,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,32.03,24.28,28.15,7.75,14523.07,0.1,248.6,0.12,81.42,32.73,23.89,28.31,8.85,24354.54,0.21,227.2,0.12,80.4,32.25,23.57,27.91,8.68,14825.28,0.02,295,0.26,82.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
5,48,61,87500,10,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,92,0,0,0,0,0,60,0,0,0,4,2,2,5.5,0,0,0,38,60,0,0,75,0,0,0,0,25,0,0,0,0,0,75,25,0,0,0,33.33,24.45,28.89,8.88,14920.64,0.42,165.5,0.12,80.83,34.64,24.87,29.75,9.77,22906.79,0.62,260.5,0.14,78.57,33.56,23.96,28.76,9.61,6559.95,0.35,79.2,0.24,80.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1
4,45,86,65000,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,80.5,0,0,0,0,0,0,0,0,0,2,3,2,5.5,0,0,0,35,69,0,0,0,0,0,0,0,100,0,0,0,0,0,50.72,49.28,0,0,0,33.29,24.61,28.95,8.69,15050.74,0.42,362.8,0.2,80.35,33.15,23.9,28.53,9.25,22467.56,0.26,246.7,0.16,79.06,32.89,22.96,27.92,9.93,15907.02,0.13,203.8,0.21,78.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
7,50,74,62500,17,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,2,2,5.5,0,0,0,34,70,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33.3,24.29,28.8,9.01,15429.55,0.4,395.4,0.25,79.88,33.26,23.69,28.48,9.57,23213.61,0.26,245.1,0.16,78.74,32.33,22.49,27.41,9.85,13758.73,0.06,151.7,0.15,79.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
5,46,79,72000,8,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,2,3,2,5,0,0,0,36,60,0,0,0,0,0,0,0,100,0,0,0,0,0,40,60,0,0,0,33.16,24.54,28.85,8.63,15197.96,0.42,412.1,0.25,80.33,33.19,23.88,28.53,9.3,22550.01,0.26,216.1,0.14,79.04,32.92,22.84,27.88,10.08,13830.69,0.12,155.5,0.18,78.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
