ID_EVENTO,ID_LOTE,FECHA_SIEMBRA,FECHA_EMERGENCIA,FECHA_COSECHA,FECHA_FLORACION
53,40,2013-05-13,2013-05-18,2013-09-26,2013-07-20
54,43,2013-05-02,2013-05-07,2013-09-11,2013-07-10
56,44,2013-05-12,2013-05-17,2013-09-19,2013-07-15
57,45,2013-05-07,2013-05-12,2013-09-12,2013-07-15
273,46,2013-05-07,2013-05-12,2013-09-12,2013-07-14
282,47,2013-05-08,2013-05-14,2013-09-18,2013-07-25
283,51,2013-05-02,2013-05-07,2013-09-17,2013-06-23
284,268,2013-05-09,2013-05-14,2013-09-22,2013-06-25
286,269,2013-05-03,2013-05-09,2013-09-14,2013-06-20
287,270,2013-05-26,2013-05-31,2013-10-05,2013-07-26
288,271,2013-05-01,2013-05-07,2013-09-12,2013-07-02
289,272,2013-05-01,2013-05-06,2013-09-11,2013-06-18
290,273,2013-05-10,2013-05-15,2013-09-21,2013-07-12
291,274,2013-05-20,2013-05-25,2013-09-30,2013-07-23
293,276,2013-05-20,2013-05-24,2013-09-24,2013-07-23
294,277,2013-05-13,2013-05-18,2013-09-17,2013-07-25
295,278,2013-05-15,2013-05-21,2013-10-03,2013-07-25
536,470,2013-09-26,2013-10-01,2014-02-03,2013-11-17
537,471,2013-10-01,2013-10-06,2014-02-03,2013-11-23
539,469,2013-10-01,2013-10-06,2014-02-03,2013-11-25
540,475,2013-09-22,2013-09-28,2014-02-10,2013-11-14
543,478,2013-08-25,2013-08-30,2014-01-15,2013-11-17
548,479,2013-10-01,2013-10-07,2014-01-30,2013-11-21
549,480,2013-08-25,2013-08-30,2014-01-15,2013-10-15
559,484,2013-10-06,2013-10-11,2014-02-10,2013-11-23
560,485,2013-09-14,2013-09-19,2014-01-10,2013-10-31
617,514,2013-10-07,2013-10-12,2014-02-10,2013-11-24
618,515,2013-10-09,2013-10-14,2014-03-10,2013-11-28
766,651,2014-05-10,2014-05-15,2014-09-09,2014-06-28
769,654,2014-05-06,2014-05-10,2014-09-10,2014-06-23
779,665,2014-05-28,2014-06-05,2014-09-25,2014-07-09
780,666,2014-05-08,2014-05-15,2014-09-12,2014-06-25
781,667,2014-05-20,2014-05-26,2014-09-25,2014-07-08
783,669,2014-05-05,2014-05-11,2014-09-07,2014-06-22
784,670,2014-05-13,2014-05-19,2014-09-17,2014-06-28
785,671,2014-05-26,2014-06-02,2014-10-03,2014-07-10
786,672,2013-08-27,2013-09-03,2014-02-02,2013-10-12
787,653,2014-05-10,2014-05-16,2014-09-15,2014-06-27
788,668,2014-05-17,2014-05-23,2014-09-20,2014-06-30
789,673,2013-11-15,2013-11-20,2014-03-31,2014-01-03
791,674,2013-11-02,2013-11-08,2014-03-13,2013-12-20
797,676,2013-09-17,2013-09-23,2014-01-15,2013-11-05
804,680,2013-09-29,2013-10-05,2014-01-20,2013-11-18
805,681,2013-07-19,2013-07-26,2013-12-20,2013-09-06
806,682,2013-09-13,2013-09-19,2014-01-14,2013-10-31
807,683,2014-05-09,2014-05-13,2014-09-02,2014-06-24
813,689,2014-05-07,2014-05-13,2014-09-12,2014-06-22
814,690,2014-05-19,2014-05-23,2014-09-20,2014-07-05
816,692,2014-03-26,2014-04-03,2014-07-31,2014-05-12
817,693,2014-05-06,2014-05-14,2014-09-18,2014-06-24
818,694,2014-05-10,2014-05-17,2014-09-12,2014-06-26
820,696,2014-05-20,2014-05-27,2014-09-22,2014-07-07
821,697,2014-05-08,2014-05-13,2014-09-12,2014-06-23
823,699,2014-05-05,2014-05-11,2014-09-02,2014-06-25
824,700,2014-05-10,2014-05-18,2014-09-25,2014-06-27
825,701,2014-05-20,2014-05-27,2014-09-25,2014-07-05
826,702,2014-05-12,2014-05-18,2014-09-15,2014-06-30
827,703,2014-05-01,2014-05-07,2014-09-28,2014-06-20
828,704,2014-05-10,2014-05-15,2014-09-18,2014-06-27
829,705,2014-05-04,2014-05-10,2014-09-18,2014-06-24
830,706,2014-05-05,2014-05-11,2014-09-12,2014-06-24
834,710,2014-05-12,2014-05-18,2014-09-23,2014-07-04
835,711,2014-05-15,2014-05-20,2014-09-29,2014-07-05
836,712,2014-05-10,2014-05-15,2014-09-20,2014-06-29
838,714,2014-05-10,2014-05-17,2014-09-08,2014-06-29
839,715,2013-04-30,2013-05-06,2013-09-05,2013-06-17
840,716,2014-05-23,2014-05-30,2014-10-07,2014-07-12
841,717,2013-05-01,2013-05-13,2013-09-17,2013-06-23
1770,1547,2014-08-28,2014-09-01,2015-01-20,2014-10-12
1771,1548,2014-08-29,2014-09-03,2015-01-29,2014-10-17
1772,1549,2014-10-01,2014-10-08,2015-02-06,2014-11-14
1773,1550,2014-09-19,2014-09-23,2015-01-30,2014-11-15
1778,1555,2014-08-10,2014-08-16,2014-12-23,2014-09-27
1799,1575,2014-08-27,2014-09-02,2015-01-05,2014-10-14
1800,1576,2014-09-08,2014-09-15,2015-01-28,2014-10-22
2007,1789,2015-05-08,2015-05-17,2015-09-28,2015-07-03
2008,1790,2015-05-15,2015-05-19,2015-09-17,2015-07-07
2010,1792,2015-05-27,2015-06-01,2015-10-04,2015-07-18
2011,1793,2015-05-27,2015-06-01,2015-09-28,2015-07-18
2012,1794,2015-05-25,2015-05-28,2015-10-01,2015-07-16
2013,1796,2015-05-23,2015-05-27,2015-09-28,2015-07-15
2014,1797,2015-05-24,2015-05-28,2015-09-22,2015-07-14
2015,1798,2015-05-27,2015-06-01,2015-10-07,2015-07-18
2016,1799,2015-05-28,2015-06-02,2015-10-07,2015-07-17
2017,1800,2015-05-18,2015-05-19,2015-09-21,2015-07-08
2018,1801,2015-05-25,2015-05-29,2015-09-29,2015-07-15
2020,1803,2015-05-17,2015-05-23,2015-09-19,2015-07-15
2021,1804,2015-05-20,2015-05-25,2015-09-18,2015-07-17
2022,1805,2015-05-26,2015-05-31,2015-09-28,2015-07-14
2029,1812,2015-05-20,2015-05-24,2015-09-15,2015-07-10
2030,1814,2015-05-30,2015-06-05,2015-10-05,2015-07-14
2031,1815,2015-05-26,2015-05-31,2015-09-29,2015-07-17
2032,1816,2015-05-21,2015-05-26,2015-09-24,2015-07-10
2035,1820,2015-05-26,2015-05-29,2015-10-10,2015-07-14
2038,1822,2015-05-20,2015-05-25,2015-10-08,2015-07-10
2039,1823,2015-05-27,2015-06-01,2015-10-05,2015-07-20
2040,1824,2015-05-31,2015-06-04,2015-09-29,2015-07-24
2041,1825,2015-05-28,2015-06-01,2015-09-30,2015-07-18
2042,1826,2015-05-03,2015-05-08,2015-08-25,2015-06-25
2043,1827,2015-05-18,2015-05-22,2015-09-18,2015-07-10
2044,1828,2015-05-15,2015-05-20,2015-09-21,2015-07-07
2045,1829,2015-05-15,2015-05-20,2015-09-20,2015-07-06
2047,1833,2015-05-20,2015-05-24,2015-09-28,2015-07-12
2048,1830,2015-05-28,2015-05-31,2015-10-02,2015-07-12
2050,1871,2015-05-16,2015-05-21,2015-09-20,2015-07-05
2051,1818,2015-05-26,2015-05-31,2015-09-27,2015-07-17
2052,1819,2015-05-18,2015-05-23,2015-09-22,2015-07-08
2053,1872,2015-05-25,2015-05-30,2015-09-25,2015-07-17
2057,1795,2015-05-20,2015-05-24,2015-09-28,2015-07-10
2063,1879,2015-05-18,2015-05-22,2015-09-28,2015-07-08
2065,1880,2015-05-12,2015-05-18,2015-09-22,2015-07-07
2066,1881,2015-05-18,2015-05-23,2015-09-23,2015-07-12
2068,1887,2015-05-20,2015-05-23,2015-09-25,2015-07-08
2069,1904,2015-05-22,2015-05-27,2015-10-12,2015-07-12
2070,1886,2015-05-23,2015-05-27,2015-09-28,2015-07-12
2071,1889,2015-05-25,2015-05-29,2015-10-02,2015-07-18
2072,1891,2015-05-21,2015-05-24,2015-09-28,2015-07-09
2073,1894,2015-05-20,2015-05-23,2015-09-28,2015-07-09
2074,1897,2015-05-23,2015-05-27,2015-10-02,2015-07-14
2076,1898,2015-05-18,2015-05-22,2015-09-28,2015-07-09
2077,1899,2015-05-24,2015-05-28,2015-10-02,2015-07-13
2078,1884,2015-05-18,2015-05-23,2015-09-20,2015-07-09
2079,1905,2015-05-07,2015-05-12,2015-09-20,2015-06-27
2080,1906,2015-05-11,2015-05-16,2015-09-18,2015-07-02
2081,1907,2015-05-09,2015-05-14,2015-09-14,2015-07-01
2082,1902,2015-05-20,2015-05-24,2015-09-21,2015-07-18
2083,1908,2015-05-11,2015-05-15,2015-09-17,2015-07-02
2084,1903,2015-05-21,2015-05-26,2015-10-12,2015-07-16
2086,1909,2015-05-20,2015-05-25,2015-09-19,2015-07-11
2088,1910,2015-05-20,2015-05-25,2015-09-22,2015-07-10
2089,1831,2015-05-20,2015-05-24,2015-09-22,2015-07-20
2090,1911,2015-05-14,2015-05-19,2015-09-20,2015-07-05
2091,1912,2015-05-23,2015-05-28,2015-09-25,2015-07-13
2092,1913,2015-05-22,2015-05-27,2015-09-30,2015-08-13
2098,1940,2015-05-23,2015-05-27,2015-10-01,2015-06-15
2099,1939,2015-05-21,2015-05-25,2015-09-28,2015-07-12
2100,1938,2015-05-24,2015-05-28,2015-09-28,2015-07-16
2101,1937,2015-05-20,2015-05-24,2015-10-01,2015-07-11
2102,1936,2015-05-21,2015-05-25,2015-09-28,2015-08-13
2103,1935,2015-05-25,2015-05-29,2015-09-30,2015-07-15
2104,1934,2015-05-20,2015-05-24,2015-10-02,2015-07-10
2105,1932,2015-05-12,2015-05-15,2015-09-21,2015-07-02
2107,1946,2015-05-19,2015-05-24,2015-09-25,2015-07-11
2109,1933,2015-05-20,2015-05-24,2015-09-28,2015-07-12
2110,1947,2015-05-23,2015-05-28,2015-10-02,2015-07-14
2111,1948,2015-05-01,2015-05-06,2015-09-05,2015-06-23
2113,1950,2015-05-20,2015-06-09,2015-09-30,2015-07-15
2117,1952,2015-05-27,2015-06-01,2015-10-04,2015-07-16
2118,1953,2015-05-21,2015-05-26,2015-09-27,2015-07-13
2119,1954,2015-05-22,2015-05-27,2015-09-30,2015-07-13
2120,1955,2015-05-30,2015-06-04,2015-10-05,2015-07-16
2126,1929,2015-05-25,2015-05-30,2015-09-20,2015-07-25
2128,1927,2015-05-27,2015-06-01,2015-09-26,2015-07-25
2129,1926,2015-05-15,2015-05-20,2015-10-13,2015-07-05
2130,1925,2015-05-17,2015-05-20,2015-09-12,2015-07-10
2132,1923,2015-05-16,2015-05-21,2015-09-15,2015-07-13
2134,1921,2015-05-20,2015-05-25,2015-09-16,2015-07-10
2135,1920,2015-05-21,2015-05-29,2015-10-05,2015-07-14
2136,1919,2015-05-20,2015-05-25,2015-09-25,2015-07-15
2137,1918,2015-05-16,2015-05-20,2015-09-15,2015-07-10
2138,1917,2015-05-06,2015-05-21,2015-09-12,2015-07-06
2140,1915,2015-05-25,2015-05-30,2015-09-23,2015-07-14
2143,1961,2015-06-08,2015-06-12,2015-10-06,2015-07-30
2145,1962,2015-05-24,2015-05-24,2015-09-28,2015-07-13
2153,1976,2015-05-21,2015-05-28,2015-10-03,2015-07-22
2154,1977,2015-04-22,2015-04-27,2015-09-17,2015-06-11
2157,2000,2015-05-26,2015-06-02,2015-09-21,2015-07-23
2158,2003,2015-05-25,2015-05-30,2015-09-23,2015-07-16
2159,2004,2015-05-25,2015-05-30,2015-10-03,2015-07-18
2160,2005,2015-05-20,2015-05-25,2015-09-28,2015-07-11
2161,2006,2015-05-15,2015-05-20,2015-09-23,2015-07-07
2163,2007,2015-05-22,2015-05-27,2015-09-27,2015-07-14
2164,1998,2015-06-01,2015-06-06,2015-10-12,2015-07-21
2165,2008,2015-05-21,2015-05-26,2015-09-30,2015-07-10
2166,1997,2015-05-25,2015-05-30,2015-10-12,2015-07-15
2167,2009,2015-05-25,2015-05-30,2015-10-03,2015-07-16
2184,1966,2015-05-20,2015-05-24,2015-10-05,2015-07-12
2188,1968,2015-05-19,2015-05-25,2015-09-28,2015-07-09
2206,1992,2015-05-24,2015-05-29,2015-09-15,2015-07-19
2207,2081,2015-05-29,2015-06-03,2015-10-15,2015-07-18
2211,2082,2015-05-20,2015-05-25,2015-09-23,2015-07-10
2214,1978,2015-05-28,2015-06-02,2015-09-26,2015-07-25
2216,1989,2015-05-18,2015-05-23,2015-09-21,2015-07-12
2218,1988,2015-05-19,2015-05-24,2015-09-19,2015-07-09
2220,1987,2015-05-26,2015-05-31,2015-09-27,2015-07-18
2222,1985,2015-05-24,2015-05-29,2015-09-28,2015-07-14
2224,1984,2015-05-30,2015-06-09,2015-09-14,2015-07-19
2225,1983,2015-05-30,2015-06-09,2015-09-19,2015-07-19
2228,1981,2015-05-20,2015-05-24,2015-09-17,2015-07-14
2229,1980,2015-05-21,2015-05-26,2015-09-18,2015-07-12
2233,2091,2015-05-23,2015-05-28,2015-09-26,2015-07-13
2234,2092,2015-05-21,2015-05-26,2015-09-27,2015-07-10
2235,2093,2015-05-15,2015-05-20,2015-09-21,2015-07-04
2236,2094,2015-05-20,2015-05-25,2015-09-27,2015-07-10
2237,2095,2015-05-20,2015-05-25,2015-09-19,2015-07-11
2238,2096,2015-05-17,2015-05-22,2015-09-20,2015-07-07
2241,2113,2015-05-23,2015-05-28,2015-09-25,2015-07-18
2242,2112,2015-06-07,2015-06-12,2015-10-12,2015-07-27
2243,2097,2015-05-25,2015-05-30,2015-09-25,2015-07-22
2267,2111,2015-05-30,2015-06-04,2015-10-12,2015-07-12
2275,2154,2015-05-20,2015-05-25,2015-09-27,2015-07-11
2277,2155,2015-05-20,2015-05-25,2015-09-24,2015-07-12
2280,2102,2015-05-20,2015-05-28,2015-09-20,2015-07-22
2281,2157,2015-05-21,2015-05-26,2015-09-23,2015-07-11
2282,2101,2015-05-23,2015-05-28,2015-09-14,2015-07-18
2283,2100,2015-05-18,2015-05-23,2015-09-25,2015-07-17
2284,2099,2015-05-18,2015-05-23,2015-09-26,2015-07-07
2292,2172,2015-05-08,2015-05-12,2015-09-29,2015-07-12
2293,2171,2015-05-18,2015-05-23,2015-09-14,2015-07-15
2298,2174,2015-04-26,2015-05-01,2015-09-04,2015-07-17
2300,2173,2015-04-25,2015-04-30,2015-09-02,2015-07-16
2301,2175,2015-05-02,2015-05-07,2015-09-10,2015-06-22
2302,2176,2015-04-26,2015-05-08,2015-08-20,2015-06-10
2314,2194,2015-06-06,2015-06-11,2015-10-05,2015-07-26
2351,2258,2015-05-18,2015-05-23,2015-09-14,2015-07-07
2352,2257,2015-05-20,2015-05-25,2015-09-21,2015-07-09
2387,2265,2015-05-03,2015-05-07,2015-09-07,2015-06-22
2391,2277,2015-05-15,2015-05-20,2015-09-10,2015-07-07
2392,2278,2015-05-20,2015-05-26,2015-09-15,2015-07-13
2403,2263,2015-04-23,2015-04-27,2015-08-31,2015-07-13
2404,2262,2015-05-25,2015-05-30,2015-10-01,2015-07-16
2406,2308,2015-05-21,2015-05-25,2015-10-05,2015-07-09
2435,2057,2015-05-20,2015-05-24,2015-09-28,2015-07-10
2441,2055,2015-05-21,2015-05-26,2015-09-28,2015-07-10
2442,2054,2015-05-20,2015-05-24,2015-09-28,2015-07-12
2443,2053,2015-05-20,2015-05-23,2015-09-30,2015-07-08
2444,2206,2015-05-21,2015-05-24,2015-09-30,2015-07-09
2446,2056,2015-05-22,2015-05-26,2015-09-28,2015-07-09
2447,2207,2015-05-25,2015-05-25,2015-10-05,2015-07-12
2449,2025,2015-05-20,2015-05-25,2015-09-29,2015-07-16
2450,2027,2015-05-26,2015-05-29,2015-10-04,2015-07-15
2452,2030,2015-05-20,2015-05-24,2015-09-28,2015-07-10
2454,2031,2015-05-24,2015-05-28,2015-10-03,2015-07-12
2455,2032,2015-05-24,2015-05-27,2015-09-28,2015-07-11
2456,2034,2015-05-16,2015-05-20,2015-10-07,2015-07-08
2457,2329,2015-04-04,2015-05-10,2015-09-01,2015-05-25
2458,2326,2015-04-28,2015-05-06,2015-09-10,2015-06-22
2465,2338,2015-05-20,2015-05-27,2015-09-25,2015-07-11
2466,2340,2015-05-23,2015-05-28,2015-09-30,2015-07-13
2468,2336,2015-05-21,2015-05-24,2015-09-20,2015-07-18
2472,2341,2015-05-25,2015-05-30,2015-10-02,2015-07-16
2474,2333,2015-05-05,2015-05-10,2015-09-10,2015-06-24
2501,2357,2015-05-21,2015-05-26,2015-09-15,2015-07-10
2502,2035,2015-05-15,2015-05-19,2015-09-25,2015-07-06
2503,2036,2015-05-27,2015-06-01,2015-10-29,2015-07-17
2504,2038,2015-05-20,2015-05-24,2015-09-27,2015-07-10
2506,2359,2015-05-21,2015-05-26,2015-09-20,2015-07-11
2507,2360,2015-05-05,2015-05-10,2015-09-14,2015-06-27
2508,2361,2015-05-20,2015-05-25,2015-09-30,2015-07-12
2510,2363,2015-05-05,2015-06-04,2015-09-28,2015-07-23
2511,2364,2015-05-22,2015-05-27,2015-09-27,2015-07-12
2523,2039,2015-05-16,2015-05-20,2015-09-27,2015-07-06
2525,2040,2015-05-17,2015-05-21,2015-10-05,2015-07-06
2526,2041,2015-05-18,2015-05-22,2015-09-28,2015-07-05
2535,2375,2015-05-28,2015-06-02,2015-10-15,2015-07-20
2536,2376,2015-05-25,2015-05-30,2015-09-29,2015-07-15
2539,2327,2015-05-20,2015-05-25,2015-09-16,2015-07-09
2540,2328,2015-05-01,2015-05-06,2015-09-09,2015-07-30
2541,2379,2015-05-15,2015-05-20,2015-09-12,2015-07-06
2545,2383,2015-05-19,2015-05-24,2015-09-10,2015-07-11
2550,2387,2015-05-20,2015-05-25,2015-09-15,2015-08-10
2553,2391,2015-05-05,2015-05-09,2015-09-11,2015-06-24
2554,2043,2015-05-20,2015-05-24,2015-09-26,2015-07-09
2560,2397,2015-05-26,2015-05-31,2015-09-25,2015-07-16
2562,2044,2015-05-25,2015-05-28,2015-10-05,2015-07-13
2564,2045,2015-05-25,2015-05-30,2015-10-15,2015-07-15
2565,2046,2015-05-26,2015-05-30,2015-10-05,2015-07-16
2566,2048,2015-05-16,2015-05-20,2015-09-28,2015-07-05
2567,2049,2015-05-18,2015-05-20,2015-10-12,2015-07-05
2569,2050,2015-06-01,2015-06-04,2015-10-12,2015-07-23
2573,2400,2015-05-20,2015-05-24,2015-09-18,2015-07-14
2575,2052,2015-05-16,2015-05-20,2015-09-28,2015-07-06
2576,2200,2015-05-24,2015-05-28,2015-10-05,2015-07-15
2577,2401,2015-05-30,2015-06-04,2015-09-29,2015-07-22
2578,2205,2015-05-21,2015-05-25,2015-09-28,2015-07-10
2579,2402,2015-05-20,2015-05-25,2015-09-22,2015-07-10
2580,2204,2015-05-20,2015-05-24,2015-09-30,2015-07-10
2581,2203,2015-05-25,2015-05-29,2015-10-05,2015-07-14
2582,2202,2015-05-20,2015-05-24,2015-10-05,2015-07-03
2583,2201,2015-05-21,2015-05-24,2015-09-29,2015-07-13
2584,2214,2015-05-07,2015-05-12,2015-09-21,2015-06-30
2585,2216,2015-05-26,2015-05-30,2015-10-05,2015-07-16
2586,2215,2015-05-18,2015-05-23,2015-09-28,2015-07-06
2587,2213,2015-05-20,2015-05-24,2015-09-28,2015-07-09
2588,2274,2015-05-16,2015-05-20,2015-09-29,2015-07-06
2589,2275,2015-05-15,2015-05-21,2015-09-29,2015-07-07
2591,2276,2015-05-17,2015-05-22,2015-09-28,2015-07-08
2592,2208,2015-05-26,2015-05-30,2015-09-29,2015-07-16
2594,2209,2015-05-22,2015-05-25,2015-10-05,2015-07-10
2595,2210,2015-05-20,2015-05-24,2015-09-25,2015-07-09
2596,2211,2015-05-22,2015-05-25,2015-09-28,2015-07-11
2597,2212,2015-05-18,2015-05-22,2015-10-05,2015-07-08
2609,2422,2015-05-26,2015-05-31,2015-09-25,2015-07-17
2617,2323,2015-05-19,2015-05-24,2015-09-30,2015-07-10
2618,2322,2015-05-27,2015-06-01,2015-10-12,2015-07-17
2619,2321,2015-05-18,2015-05-22,2015-09-28,2015-07-08
2620,2320,2015-05-16,2015-05-19,2015-09-29,2015-07-06
2621,2319,2015-05-12,2015-05-17,2015-09-24,2015-07-04
2622,2318,2015-05-26,2015-05-30,2015-10-05,2015-07-15
2623,2288,2015-05-18,2015-05-22,2015-09-30,2015-07-09
2624,2286,2015-05-15,2015-05-19,2015-09-22,2015-07-06
2626,2285,2015-05-20,2015-05-24,2015-09-30,2015-07-11
2628,2284,2015-05-21,2015-05-25,2015-09-28,2015-06-11
2629,2283,2015-05-23,2015-05-28,2015-10-11,2015-07-13
2630,2282,2015-05-18,2015-05-22,2015-09-28,2015-07-08
2632,2280,2015-05-24,2015-05-28,2015-09-30,2015-07-13
2633,2287,2015-05-25,2015-05-29,2015-10-01,2015-07-14
2635,2436,2015-06-01,2015-06-06,2015-09-26,2015-07-22
2636,2437,2015-05-28,2015-06-02,2015-09-16,2015-07-18
2637,2438,2015-05-20,2015-05-25,2015-09-15,2015-07-11
2641,2439,2015-05-12,2015-05-17,2015-09-25,2015-07-03
2643,2440,2015-05-16,2015-05-21,2015-10-01,2015-07-06
2661,2444,2015-05-20,2015-05-25,2015-09-18,2015-07-10
2662,2445,2015-05-22,2015-05-27,2015-09-24,2015-07-13
2663,2446,2015-05-17,2015-05-22,2015-09-19,2015-07-08
2666,2448,2015-05-19,2015-05-24,2015-09-20,2015-07-10
2668,2449,2015-05-15,2015-05-20,2015-09-14,2015-07-06
2669,2450,2015-05-15,2015-05-20,2015-09-17,2015-07-06
2675,2454,2015-05-03,2015-05-08,2015-09-16,2015-06-25
2678,2457,2015-05-09,2015-05-14,2015-09-10,2015-06-30
2679,2458,2015-05-01,2015-05-06,2015-09-08,2015-06-21
2680,2459,2015-05-01,2015-05-06,2015-09-10,2015-06-21
2681,2460,2015-05-27,2015-06-02,2015-09-28,2015-07-17
2687,2463,2015-05-25,2015-05-30,2015-09-23,2015-07-15
2688,2464,2015-05-30,2015-06-04,2015-09-28,2015-07-21
2690,2465,2015-05-20,2015-05-25,2015-09-30,2015-07-11
2694,2468,2015-05-16,2015-05-21,2015-09-28,2015-07-07
2718,2474,2015-05-23,2015-05-28,2015-09-24,2015-07-15
2719,2475,2015-05-20,2015-05-25,2015-09-27,2015-07-12
2721,2477,2015-05-20,2015-05-25,2015-09-15,2015-07-11
2722,2478,2015-05-25,2015-05-30,2015-09-30,2015-07-16
2723,2479,2015-05-15,2015-05-20,2015-09-27,2015-07-05
2733,2504,2015-05-18,2015-05-23,2015-09-20,2015-07-08
2735,2506,2015-05-20,2015-05-25,2015-09-21,2015-07-10
2736,2495,2015-04-24,2015-04-30,2015-08-31,2015-06-15
2737,2481,2015-05-06,2015-05-12,2015-09-11,2015-06-26
2738,2487,2015-05-04,2015-05-09,2015-09-14,2015-06-24
2739,2488,2015-04-23,2015-04-28,2015-09-01,2015-06-12
2740,2484,2015-05-14,2015-05-19,2015-09-29,2015-07-03
2741,2485,2015-04-29,2015-05-05,2015-09-18,2015-06-18
2746,2482,2015-05-28,2015-06-02,2015-10-02,2015-07-17
2747,2483,2015-05-20,2015-05-25,2015-09-28,2015-06-20
2748,2486,2015-05-22,2015-05-27,2015-09-30,2015-07-12
2750,2490,2015-05-05,2015-05-11,2015-09-16,2015-06-20
2751,2491,2015-05-01,2015-05-05,2015-09-08,2015-06-15
2752,2492,2015-05-25,2015-05-30,2015-10-03,2015-07-14
2754,2494,2015-05-21,2015-05-26,2015-09-30,2015-07-10
2757,2498,2015-05-01,2015-05-06,2015-08-21,2015-06-17
2762,2499,2015-05-07,2015-05-13,2015-09-25,2015-07-03
2763,2500,2015-05-12,2015-05-18,2015-09-21,2015-07-07
2766,2502,2015-05-16,2015-05-22,2015-10-02,2015-07-11
2767,2503,2015-05-11,2015-05-16,2015-09-21,2015-07-06
2771,2513,2015-05-21,2015-05-26,2015-09-27,2015-07-11
2772,2514,2015-05-25,2015-05-30,2015-10-04,2015-07-15
2773,2515,2015-05-20,2015-05-25,2015-10-08,2015-07-11
2774,2516,2015-05-18,2015-05-23,2015-09-18,2015-07-09
2775,2517,2015-05-19,2015-05-24,2015-09-18,2015-07-10
2826,2540,2015-04-29,2015-05-05,2015-09-15,2015-06-23
2831,2541,2015-05-11,2015-05-16,2015-09-28,2015-07-08
2835,2543,2015-05-01,2015-05-06,2015-09-14,2015-06-26
2836,2544,2015-04-17,2015-04-23,2015-09-04,2015-06-12
2837,2545,2015-05-08,2015-05-13,2015-10-01,2015-07-03
2860,2607,2015-05-05,2015-05-11,2015-09-10,2015-06-22
2862,2609,2015-05-10,2015-05-16,2015-09-15,2015-06-29
2863,2610,2015-05-25,2015-05-30,2015-09-25,2015-07-13
2864,2611,2015-05-17,2015-05-23,2015-09-25,2015-07-06
2865,2612,2015-05-10,2015-05-16,2015-09-15,2015-06-25
2866,2613,2015-05-20,2015-05-26,2015-09-17,2015-07-09
2867,2614,2015-05-20,2015-05-26,2015-09-25,2015-07-09
2871,2619,2015-04-30,2015-05-06,2015-09-15,2015-06-23
2873,2618,2015-05-16,2015-05-22,2015-10-02,2015-07-15
2886,2626,2015-04-13,2015-04-20,2015-08-27,2015-06-11
2888,2628,2015-05-12,2015-05-19,2015-09-28,2015-07-13
2889,2629,2015-05-05,2015-05-12,2015-09-21,2015-07-03
2890,2630,2015-05-06,2015-05-13,2015-09-25,2015-07-06
2891,2631,2015-05-20,2015-05-26,2015-09-29,2015-07-08
2892,2632,2015-05-20,2015-05-26,2015-10-02,2015-07-10
2893,2634,2015-04-21,2015-04-28,2015-09-10,2015-06-19
2894,2633,2015-04-23,2015-04-30,2015-09-18,2015-06-23
2895,2635,2015-04-21,2015-04-27,2015-09-14,2015-06-22
2896,2636,2015-04-28,2015-05-02,2015-09-19,2015-06-27
2897,2637,2015-04-20,2015-04-26,2015-09-23,2015-06-23
2898,2638,2015-04-20,2015-04-25,2015-09-04,2015-06-17
2899,2639,2015-04-20,2015-04-27,2015-09-15,2015-06-21
2901,2641,2015-04-22,2015-04-28,2015-09-14,2015-06-18
2902,2642,2015-04-25,2015-05-01,2015-09-24,2015-06-24
2909,2645,2015-05-18,2015-05-23,2015-10-16,2015-07-16
2914,2646,2015-04-23,2015-04-29,2015-09-22,2015-06-20
2915,2643,2015-05-18,2015-05-23,2015-10-07,2015-07-18
2917,2644,2015-04-20,2015-04-25,2015-09-12,2015-06-16
2921,2660,2015-05-01,2015-05-06,2015-09-17,2015-06-29
2923,2663,2015-04-24,2015-04-30,2015-09-15,2015-06-20
2924,2659,2015-05-23,2015-05-29,2015-10-13,2015-07-21
2925,2664,2015-05-02,2015-05-08,2015-09-22,2015-06-27
2926,2665,2015-04-24,2015-04-30,2015-09-17,2015-06-17
2935,2686,2015-05-02,2015-05-08,2015-09-18,2015-06-30
2936,2687,2015-04-23,2015-04-29,2015-09-10,2015-06-20
2937,2688,2015-05-23,2015-05-28,2015-10-09,2015-07-17
2938,2689,2015-04-25,2015-05-01,2015-09-16,2015-06-24
2940,2691,2015-04-28,2015-05-04,2015-09-17,2015-06-27
2942,2693,2015-05-05,2015-05-11,2015-09-25,2015-07-03
2944,2675,2015-05-17,2015-05-23,2015-10-09,2015-07-16
2946,2677,2015-05-07,2015-05-13,2015-09-16,2015-06-29
2948,2679,2015-05-17,2015-05-23,2015-09-29,2015-07-15
2949,2678,2015-05-19,2015-05-24,2015-10-08,2015-07-13
2950,2684,2015-05-06,2015-05-12,2015-09-16,2015-07-02
2952,2682,2015-05-19,2015-05-25,2015-10-09,2015-07-15
2953,2681,2015-05-15,2015-05-20,2015-10-10,2015-07-08
2954,2680,2015-05-22,2015-05-27,2015-10-10,2015-07-17
3022,2744,2015-09-25,2015-09-30,2016-02-20,2015-11-14
3024,2746,2015-09-06,2015-09-10,2016-01-15,2015-10-27
3044,2766,2015-09-05,2015-09-09,2016-01-08,2015-10-25
3048,2770,2015-09-10,2015-09-14,2016-01-15,2015-10-30
